_original_section,_code_type,StatuteLiteral,_level,EnactDate,RepealAmendDate,_section_only,_subparts,_subdivision,_paragraph,_subparagraph,_clause,_charge_reconstructed
8103(I),WI,F/A ETC RSTRCTN:MNTL -5YR,M,2015-01-01,,8103,(I),(I),,,,8103(I)
8103(I),WI,F/A ETC RSTRCTN:MNTL -5YR,F,2015-01-01,,8103,(I),(I),,,,8103(I)
8214.2(A),GC,NOTARY ACT:W/INT DEFRAUD,F,2008-01-01,,8214.2,(A),(A),,,,8214.2(A)
8218,FG,INJ/ETC SPEC SMALL SALMON,M,1957-09-11,,8218,,,,,,8218
8227.1(A),GC,FRAUD:REP AS A NOTARY PUB,M,1978-01-01,,8227.1,(A),(A),,,,8227.1(A)
8227.1(B),GC,FRAUDULNT ADV AS A NOTARY,M,1978-01-01,,8227.1,(B),(B),,,,8227.1(B)
8227.1(C),GC,PURPORT AS NOTARY PUBLIC,M,1978-01-01,,8227.1,(C),(C),,,,8227.1(C)
8227.3,GC,NON-DULY NOTARY:MORTGAGE,F,1985-01-01,,8227.3,,,,,,8227.3
8252,FG,SPINY LOBSTER -3.25 INCH,M,1961-01-01,,8252,,,,,,8252
8278,FG,TAK/ETC -SIZE DUNGNS CRAB,M,1985-01-01,,8278,,,,,,8278
8394,FG,TAKE SWORDFISH W/O PERMIT,M,1974-06-20,,8394,,,,,,8394
8399.1(A)(2),FG,DIST 10:SQUID VIOLATION,M,1993-01-01,,8399.1,(A)(2),(A),(2),,,8399.1(A)(2)
8550(A),BP,PRAC PEST CONTROL W/O LIC,M,1986-01-01,,8550,(A),(A),,,,8550(A)
8603,FG,USE/ETC NET/ETC:TAKE FISH,M,1957-09-11,,8603,,,,,,8603
8623(A),FG,UNLAW USE OF PURSE SEINE,M,1988-01-01,,8623,(A),(A),,,,8623(A)
8625(A),FG,ILLEGAL SIZE NET USED,M,1989-08-15,,8625,(A),(A),,,,8625(A)
8634,GC,EMERG CURFEW VIOLATION,M,1970-11-23,,8634,,,,,,8634
8665,GC,STATE OF EMERGENCY VIOL,M,1984-01-01,,8665,,,,,,8665
8670.64(A)(3),GC,KNWLY CAUSE OIL SPILL WTR,F,2014-06-20,,8670.64,(A)(3),(A),(3),,,8670.64(A)(3)
8670.64(C)(2)(D),GC,KNWLY FAIL CONTGNCY PLAN,F,2014-06-20,,8670.64,(C)(2)(D),(C),(2),(D),,8670.64(C)(2)(D)
8685.5,FG,TAKE SALMON/ETC:GILL NETS,M,1980-07-11,,8685.5,,,,,,8685.5
8685.6,FG,SELL FISH TAKEN BY GILNET,M,1980-07-11,,8685.6,,,,,,8685.6
8726,HS,VIOL ENDOWMENT CARE PROVI,M,1940-01-01,,8726,,,,,,8726
8803,VC,DLR SURRENDER LICENSE,M,1991-01-01,,8803,,,,,,8803
8804,VC,REG/ETC VEH FOREN JURSDTN,M,1984-01-01,,8804,,,,,,8804
8880.52,GC,SELL/ETC LOTRY TKS TO MNR,M,1985-09-30,,8880.52,,,,,,8880.52
9002(A),FG,TAMPER W/MARKED TRAPS,M,1994-01-01,,9002,(A),(A),,,,9002(A)
9027.5(A)(3),FG,FISHING LINE BUOY VIOL,M,1996-01-01,,9027.5,(A)(3),(A),(3),,,9027.5(A)(3)
9029,FG,FISH/LINE VIOL:SPEC DIST,M,1990-01-01,,9029,,,,,,9029
9051,GC,CRIME AGAINST LEGISLATURE,M,1943-08-04,,9051,,,,,,9051
9149.33(A),GC,LEG USE AUTH TO INTERFERE,M,2018-02-05,,9149.33,(A),(A),,,,9149.33(A)
9149.34,GC,RETAL AGNST LEGIS EMP,M,2018-02-05,,9149.34,,,,,,9149.34
9400,VC,COMMERC VEH WGHT FEES DUE,I,2019-01-01,,9400,,,,,,9400
9400.1(F),VC,FAIL TO DISPLAY WGT DECAL,I,2006-01-01,,9400.1,(F),(F),,,,9400.1(F)
9406,VC,FAIL TO REP WT ALTER/ETC,I,1959-09-18,,9406,,,,,,9406
9850,VC,OPR UNDOC VES W/O NUMBERS,I,1988-01-01,,9850,,,,,,9850
9853.2,VC,UNDOC VES FAIL DISPL #,I,1988-01-01,,9853.2,,,,,,9853.2
9866,VC,IMPROPER #:UNDOC VESSEL,I,1970-11-23,,9866,,,,,,9866
9884.6(A),BP,AUTO REPAIR DLR LIC VIOL,M,1986-01-01,,9884.6,(A),(A),,,,9884.6(A)
9884.8,BP,INVOICE FRAUD,M,1972-03-04,,9884.8,,,,,,9884.8
9884.9(A),BP,EST/ETC VIOL:AUTO REPAIR,M,1979-01-01,,9884.9,(A),(A),,,,9884.9(A)
9889.20,BP,VIOL AUTO REPAIR ACT,M,2011-01-01,,9889.20,,,,,,9889.20
10085.5,BP,ADV FEE/SECURE LOAN,M,1998-08-28,,10085.5,,,,,,10085.5
10139,BP,ACT/ETC RELATR/ETC:NO LIC,M,1943-08-04,,10139,,,,,,10139
10153.1,BP,ID FRAUD:EXAMINATION/APPL,M,1979-01-01,,10153.1,,,,,,10153.1
10167.11(A),BP,FALSE ADV/ETC:RENTAL LIST,M,1994-01-01,,10167.11,(A),(A),,,,10167.11(A)
10167.11(B),BP,REFER FALSE/ETC RENTALS,M,1994-01-01,,10167.11,(B),(B),,,,10167.11(B)
10167.2,BP,RENTAL BUSINES:NO LICENSE,M,1983-09-26,,10167.2,,,,,,10167.2
10238.6(C),BP,VIOL/ETC REAL ESTATE REGS,F,1961-06-28,,10238.6,(C),(C),,,,10238.6(C)
10250.52,BP,SEL SUBDIVISION NO PERMIT,F,1997-01-01,,10250.52,,,,,,10250.52
10500(B),FG,USE/POS PROHIB WPN:REFUGE,M,1957-09-11,,10500,(B),(B),,,,10500(B)
10500(C),FG,CATCH/ETC FISH/ETC:REFUGE,M,1957-07-11,,10500,(C),(C),,,,10500(C)
10500(F),FG,POS/ETC MARINE LIFE:RFUGE,M,1957-07-11,,10500,(F),(F),,,,10500(F)
10501(A),VC,FALSE RPT VEH THEFT,M,1983-01-01,,10501,(A),(A),,,,10501(A)
10552,VC,FALSE REP THEFT TO DECEIV,I,1970-01-01,,10552,,,,,,10552
10750(A),VC,ALTER VEH ID NUMBERS,M,1959-09-18,,10750,(A),(A),,,,10750(A)
10751(A),VC,POS/ETC VEH W/ALTERED NBR,M,1974-01-31,,10751,(A),(A),,,,10751(A)
10752(A),VC,POSS/ETC MFG ID/DEFRAUD,F,1986-01-01,,10752,(A),(A),,,,10752(A)
10752(B),VC,SELL/ETC GOVT/ETC ID#:DEF,F,1986-01-01,,10752,(B),(B),,,,10752(B)
10801,VC,OWN/ETC CHOP SHOP,F,1993-09-08,,10801,,,,,,10801
10802,VC,ALTER/ETC VEHICLE ID NBR,F,1993-09-08,,10802,,,,,,10802
10803(A),VC,BUY VEHS:ID REM:SELL/ETC,F,1993-09-08,,10803,(A),(A),,,,10803(A)
10803(B),VC,POSS VEHS:ID REM:SELL/ETC,F,1993-09-08,,10803,(B),(B),,,,10803(B)
10851(A),VC,VEHICLE THEFT,F,1984-01-01,,10851,(A),(A),,,,10851(A)
10851(A),VC,TAKE VEH W/O OWNER CONSNT,M,1984-01-01,,10851,(A),(A),,,,10851(A)
10851(B),VC,TAKE ONCALL EMERG/ETC VEH,F,1997-01-01,,10851,(B),(B),,,,10851(B)
10851(E),VC,TAKE VEH:NO CNSNT:SPEC PR,F,1997-01-01,,10851,(E),(E),,,,10851(E)
10851.5,VC,THEFT OF BINDER CHAINS,M,1963-09-20,,10851.5,,,,,,10851.5
10852,VC,TAMPER WITH VEHICLE,M,1959-09-18,,10852,,,,,,10852
10853,VC,MALICIOUS MISCHIEF TO VEH,M,1959-09-18,,10853,,,,,,10853
10854,VC,BAILEE TAMPER W/VEHICLE,M,1959-09-18,,10854,,,,,,10854
10855,VC,EMBEZZLE RENTED VEHICLE,F,1959-09-18,,10855,,,,,,10855
10855,VC,EMBEZZLE LEASED/RENTD VEH,M,1959-09-18,,10855,,,,,,10855
10980(A),WI,FRAUD TO OBTAIN AID,M,1985-01-01,,10980,(A),(A),,,,10980(A)
10980(B),WI,FRAUD:MULTIPLE AID CLAIMS,F,1985-01-01,,10980,(B),(B),,,,10980(B)
10980(C)(1),WI,FRAUD TO OBTAIN AID -$4OO,M,1985-01-01,,10980,(C)(1),(C),(1),,,10980(C)(1)
10980(C)(2),WI,FRAUD TO OBTAIN AID $400+,F,1985-01-01,,10980,(C)(2),(C),(2),,,10980(C)(2)
10980(C)(2),WI,FRAUD:OBTAIN AID $400+,M,1985-01-01,,10980,(C)(2),(C),(2),,,10980(C)(2)
10980(D),WI,FOOD STAMP PROGRAM VIOL,F,1985-01-01,,10980,(D),(D),,,,10980(D)
10980(E),WI,USE/ETC ALTERD FOOD STAMP,F,1985-01-01,,10980,(E),(E),,,,10980(E)
10980(G)(1),WI,FOOD STAMP PROGRAM VIOL,M,1985-09-13,,10980,(G)(1),(G),(1),,,10980(G)(1)
10980(G)(2),WI,FOOD STMP PROG VIOL $400+,F,1985-09-13,,10980,(G)(2),(G),(2),,,10980(G)(2)
10980(G)(2),WI,FOOD STAMP PROG VIO $400+,M,1985-09-13,,10980,(G)(2),(G),(2),,,10980(G)(2)
11010(A),BP,UNFILD NOTE:SELL/ETC:RLTY,F,1985-01-01,,11010,(A),(A),,,,11010(A)
11018.2,BP,SELL W/O PUBLIC REPORT,F,1963-09-20,,11018.2,,,,,,11018.2
11019(A),BP,REAL ESTATE SALE/ETC VIOL,F,1985-01-01,,11019,(A),(A),,,,11019(A)
11022(A),BP,FALSE/ETC ADV:REAL ESTATE,F,1995-01-01,,11022,(A),(A),,,,11022(A)
11054,WI,FALSE ELIGIBLE STATEMENT,F,1965-09-17,,11054,,,,,,11054
11100(A),VC,RUN/ETC DRIVE SCH W/O LIC,M,1989-01-01,,11100,(A),(A),,,,11100(A)
11100(G)(1),HS,SELL/ETC SPEC SUB:MINOR,M,1990-01-01,,11100,(G)(1),(G),(1),,,11100(G)(1)
11100(G)(2),HS,MINOR ILL POSS SPEC SUB,M,1990-01-01,,11100,(G)(2),(G),(2),,,11100(G)(2)
11100(G)(3),HS,SELL EPHEDRN/ETC:ILL AMT,M,2000-01-01,,11100,(G)(3),(G),(3),,,11100(G)(3)
11100.1(A),HS,FAIL RPT:SPEC SUB:O-O-S,M,1983-01-01,,11100.1,(A),(A),,,,11100.1(A)
11104(A),HS,FURN 11100(A)HS SUB F/MFG,F,1992-08-31,,11104,(A),(A),,,,11104(A)
11104(C),HS,REC/ETC WIT EVADE RPT REQ,M,1992-08-31,,11104,(C),(C),,,,11104(C)
11104.5,HS,POSS ARTICLS:MFG CNTL SUB,M,1992-08-31,,11104.5,,,,,,11104.5
11106(J),HS,SEL/ETC CNTL SUB W/O PERM,M,1992-08-31,,11106,(J),(J),,,,11106(J)
11106(J),HS,SEL/ETC CNTL SUB W/O PERM,F,1992-08-31,,11106,(J),(J),,,,11106(J)
11107.1(A)(2),HS,SELL CHEM:BUYER NO ID/ETC,M,1992-08-31,,11107.1,(A)(2),(A),(2),,,11107.1(A)(2)
11107.1(B)(1),HS,NO BUYER/SOURCE RECS:CHEM,M,1990-01-01,,11107.1,(B)(1),(B),(1),,,11107.1(B)(1)
11107.1(B)(2),HS,MFG/ETC NOT KEEP CHEM REC,M,1990-01-01,,11107.1,(B)(2),(B),(2),,,11107.1(B)(2)
11109,VC,VIOL:UNSAFE DRIVE SCH VEH,M,1959-09-18,,11109,,,,,,11109
11142,PC,FURNISH RECORD ILLEGALLY,M,1975-01-01,2020-11-04,11142,,,,,,11142
11142,PC,FURN RCRD/INFO TO UNAUTH,M,2020-11-05,,11142,,,,,,11142
11143,PC,UNAUTH RECEIVE RECORD/ETC,M,1975-01-01,,11143,,,,,,11143
11149.3,PC,VEND/ETC ILL FURNISH INFO,M,1982-09-22,,11149.3,,,,,,11149.3
11150,HS,WRITE UNAUTH PRESCRIPTION,M,1973-03-07,,11150,,,,,,11150
11151,HS,PRESC BY UNLICENSED PERSN,M,1973-03-07,,11151,,,,,,11151
11152,HS,NONCONFORM PRESCRIPTIONS,F,1973-03-07,,11152,,,,,,11152
11153(A)(1),HS,ISSUE ILLEGAL C/SUB PRESC,F,1982-09-22,,11153,(A)(1),(A),(1),,,11153(A)(1)
11154(A),HS,PRESCRIBE CNTL SUB,F,1983-01-01,,11154,(A),(A),,,,11154(A)
11154(B),HS,SLICIT/ETC PRESC CNTL SUB,F,1983-01-01,,11154,(B),(B),,,,11154(B)
11155,HS,ILLEGAL CNTL SUB PRESCRIP,F,1973-03-07,,11155,,,,,,11155
11156,HS,GIVE CNTL SUB TO ADDICT,F,1973-03-07,,11156,,,,,,11156
11157,HS,ISSUE FALSE PRESCRIPTION,M,1973-03-07,,11157,,,,,,11157
11157,HS,ISS FALSE/ETC PRESCRIPTN,F,1973-03-07,,11157,,,,,,11157
11159,HS,FAIL TO KEEP DRUG RECORD,M,1973-03-07,,11159,,,,,,11159
11160(A)(1),PC,PRACT FL RPRT F/ARM INJ,M,1994-01-01,,11160,(A)(1),(A),(1),,,11160(A)(1)
11160(A)(2),PC,PRACT FL RPRT ASSLT INJ,M,1994-01-01,,11160,(A)(2),(A),(2),,,11160(A)(2)
11160(B)(1),PC,PRAC FAIL CALL:WOUND/ETC,M,1994-01-01,2020-11-03,11160,(B)(1),(B),(1),,,11160(B)(1)
11160(B)(1),PC,HLTH PRACT FL PHONE RPRT,M,2020-11-04,,11160,(B)(1),(B),(1),,,11160(B)(1)
11160(B)(2),PC,PRAC FAIL WRITE:WOUND/ETC,M,1994-01-01,2020-11-03,11160,(B)(2),(B),(2),,,11160(B)(2)
11160(B)(2),PC,HLTH PRACT FL WRTN RPRT,M,2020-11-04,,11160,(B)(2),(B),(2),,,11160(B)(2)
11160(B)(3),PC,PRACT FL NTFY LE EXPIRED,M,1994-01-01,,11160,(B)(3),(B),(3),,,11160(B)(3)
11161(A),HS,UNAUTH POSS PRESC BLANKS,M,1989-01-01,,11161,(A),(A),,,,11161(A)
11162.5(A),HS,CNTRFEIT PRESCRIP BLANKS,F,1984-09-26,,11162.5,(A),(A),,,,11162.5(A)
11162.5(B),HS,POSS FAKE PRESCRIP BLANKS,M,1984-09-26,,11162.5,(B),(B),,,,11162.5(B)
11162.6(C),HS,ATT OBTAIN CNT SUB PRESCR,M,2004-07-01,,11162.6,(C),(C),,,,11162.6(C)
11166,HS,FILL OUTDATED/ETC PRESCRI,M,1977-01-01,,11166,,,,,,11166
11166,HS,FILL OLD/ETC C/SUB PRESC,F,1977-01-01,,11166,,,,,,11166
11166(A),PC,MNDT RPTR FAL RPT INCDNT,M,1800-01-01,,11166,(A),(A),,,,11166(A)
11167.5(A),PC,VIOL CONFID MANDATED RPTR,M,1984-01-01,,11167.5,(A),(A),,,,11167.5(A)
11170,HS,CNTL SUB FOR SELF USE,M,1973-03-07,,11170,,,,,,11170
11171,HS,PRESCRIBE CNTL SUB VIOL,M,1973-03-07,,11171,,,,,,11171
11172,HS,ALTER PRESCRIPTION DATE,M,1973-03-07,,11172,,,,,,11172
11172(E),PC,FAIL REPORT CHILD ABUSE,M,1986-01-01,2007-01-01,11172,(E),(E),,,,11172(E)
11173(A),HS,OBTAIN CNTL SUB BY FRAUD,F,1973-03-07,,11173,(A),(A),,,,11173(A)
11173(A),HS,OBTAIN CNTL SUB BY FRAUD,M,1973-03-07,,11173,(A),(A),,,,11173(A)
11173(B),HS,FALSE STATEMENT:PRESCRIP,F,1973-03-07,,11173,(B),(B),,,,11173(B)
11173(C),HS,REP AS DR/ETC:GET C/SUB,F,1973-03-07,,11173,(C),(C),,,,11173(C)
11173(D),HS,FALSE LABEL ON CNTL SUB,F,1973-03-07,,11173,(D),(D),,,,11173(D)
11173(D),HS,FALSE LABEL ON CNTL SUB,M,1973-03-07,,11173,(D),(D),,,,11173(D)
11174,HS,FALSE NAME:GET CNTL SUB,F,1973-03-07,,11174,,,,,,11174
11175,HS,POSS/ETC NONCONFOR PRESC,M,1973-03-07,,11175,,,,,,11175
11175,HS,GET CNTL SUB:N-CONF PRESC,M,1977-01-01,,11175,,,,,,11175
11175,HS,ILL C/SUB PRESC:OBT C/SUB,M,1977-01-01,,11175,,,,,,11175
11180,HS,POSS CNTL SUB W/O PRESC,M,1973-03-07,,11180,,,,,,11180
11190,HS,FAIL KEEP CNTL SUB RECORD,M,1973-03-07,,11190,,,,,,11190
11200,PC,UNLAWFL PLACE OF SALE:LIQ,M,1953-09-09,,11200,,,,,,11200
11207,HS,UNAUTH FIL/ETC C/SUB PRSC,M,1973-03-07,,11207,,,,,,11207
11217,HS,UNAUTH NARCOTIC CENTER,M,1973-03-07,,11217,,,,,,11217
11225(A),PC,BLDG USED F/ILL GAMBLING,M,1954-01-01,,11225,(A),(A),,,,11225(A)
11225(B),PC,BLDG USED AS ILL BATHHSE,M,1954-01-01,,11225,(B),(B),,,,11225(B)
11265(A),WI,FALSE INFO:ANUL AID ALLOT,M,1977-06-30,,11265,(A),(A),,,,11265(A)
11300,PC,SOLICIT VISIT TO GAMB SHP,M,1953-09-09,,11300,,,,,,11300
11302,PC,SLCIT TO CRAFT GAMBL SHIP,M,1954-01-01,,11302,,,,,,11302
11303,PC,TRANSPORT TO GAMBLE SHIP,M,1954-01-01,,11303,,,,,,11303
11304,PC,TRANSP TO CRAFT GMBL SHIP,M,1954-01-01,,11304,,,,,,11304
11307(A),VC,VEH VERFIER FAIL KEEP REC,I,1977-01-01,,11307,(A),(A),,,,11307(A)
11311,PC,VIOL OF ORD FOR ABATEMENT,I,1954-01-01,,11311,,,,,,11311
11311,PC,VIOL OF ORD FOR ABATEMENT,M,1954-01-01,,11311,,,,,,11311
11320,BP,APRAISE FED REALTY:NO LIC,F,1991-01-01,,11320,,,,,,11320
11320,BP,UNLIC APPRAISE FED REALTY,M,1991-01-01,,11320,,,,,,11320
11350(A),HS,POSSESS NARCOTIC CNTL SUB,F,1984-01-01,,11350,(A),(A),,,,11350(A)
11350(A),HS,POSSESS NARCOTIC CNTL SUB,M,2014-11-05,,11350,(A),(A),,,,11350(A)
11350(B),HS,POSSESS METHAQUALONE/ETC,F,1984-01-01,,11350,(B),(B),,,,11350(B)
11350(B),HS,POSSESS MECLOQUALONE/ETC,M,1984-01-01,,11350,(B),(B),,,,11350(B)
11351,HS,POS/PUR F/SALE NARC/C/SUB,F,1986-01-01,,11351,,,,,,11351
11351.5,HS,POSS/PUR COKE BASE F/SALE,F,1987-09-26,,11351.5,,,,,,11351.5
11352(A),HS,TRANSP/SELL NARC/CNTL SUB,F,1975-12-12,,11352,(A),(A),,,,11352(A)
11352(B),HS,TRANS/SELL NARC BTWN CNTY,F,1990-01-01,,11352,(B),(B),,,,11352(B)
11352.1(B),HS,DISP/ETC DANG DRUG/DEVICE,M,1998-09-23,,11352.1,(B),(B),,,,11352.1(B)
11353(A),HS,SOLICT/ETC MNR:C/SUB/NARC,F,1992-01-01,,11353,(A),(A),,,,11353(A)
11353(B),HS,HIRE/ETC MNR SEL/ETC CS/N,F,1992-01-01,,11353,(B),(B),,,,11353(B)
11353(C),HS,SEL/ETC CNTL SUB/NARC:MNR,F,1992-01-01,,11353,(C),(C),,,,11353(C)
11353.5,HS,ADL SUP MNR C/SUB:SCH/ETC,F,1989-01-01,,11353.5,,,,,,11353.5
11353.7,HS,GIVE CNTL SUB TO MNR U/14,F,1989-01-01,,11353.7,,,,,,11353.7
11354(A),HS,MINOR GIVE MINOR CNTL SUB,F,1973-10-01,,11354,(A),(A),,,,11354(A)
11355,HS,SELL/ETC IN LIEU:CNTL SUB,F,1973-03-07,,11355,,,,,,11355
11355,HS,SELL/ETC IN LIEU:CNTL SUB,M,1973-03-07,,11355,,,,,,11355
11357(A),HS,POSS CONCENTRATE CANNABIS,F,1976-01-01,2016-11-08,11357,(A),(A),,,,11357(A)
11357(A),HS,POS CONCENTRATED CANNABIS,M,1976-01-01,2016-11-08,11357,(A),(A),,,,11357(A)
11357(A),HS,POSS MARIJUANA 28.5- GRMS,I,2016-11-09,,11357,(A),(A),,,,11357(A)
11357(B),HS,POSS MARIJ OVER 28.5 GRAM,I,2016-11-09,,11357,(B),(B),,,,11357(B)
11357(B),HS,POSS MARIJ OVER 28.5 GRAM,M,2016-11-09,,11357,(B),(B),,,,11357(B)
11357(C),HS,POSS MARIJUANA SCHL GRNDS,M,2016-11-09,,11357,(C),(C),,,,11357(C)
11357(D),HS,POSS MARIJUANA SCHL GRNDS,I,2016-11-09,,11357,(D),(D),,,,11357(D)
11357.5(A),HS,POS SYNTHETIC CANNABINOID,M,2013-01-01,2015-12-31,11357.5,(A),(A),,,,11357.5(A)
11357.5(A),HS,SEL SYNTHETIC CANNABINOID,M,2016-01-01,,11357.5,(A),(A),,,,11357.5(A)
11357.5(B),HS,POS SYNTHETIC CANNABINOID,I,2016-01-01,,11357.5,(B),(B),,,,11357.5(B)
11357.5(B),HS,POSS SYNTH CNNBND W/PR,M,2016-09-25,,11357.5,(B),(B),,,,11357.5(B)
11358,HS,PLANT/ETC MARIJUANA,F,1977-01-01,2016-11-08,11358,,,,,,11358
11358(A),HS,CULTIVATE MARIJ UNDER 18,I,2016-11-09,,11358,(A),(A),,,,11358(A)
11358(B),HS,CULT MARIJ -6 PLANTS/-21,I,2016-11-09,,11358,(B),(B),,,,11358(B)
11358(C),HS,CULTIVATE MARIJ 6+ PLANTS,M,2016-11-09,,11358,(C),(C),,,,11358(C)
11358(D),HS,CULT MARIJ 6+ PLANTS W/PR,F,2016-11-09,,11358,(D),(D),,,,11358(D)
11359,HS,POSS MARIJUANA FOR SALE,F,1977-07-01,2016-11-08,11359,,,,,,11359
11359(A),HS,POSS MARIJ SALE UNDER 18,I,2016-11-09,,11359,(A),(A),,,,11359(A)
11359(B),HS,POSS MARIJUANA FOR SALE,M,2016-11-09,,11359,(B),(B),,,,11359(B)
11359(C),HS,POSS MARIJ FOR SALE W/PR,F,2016-11-09,,11359,(C),(C),,,,11359(C)
11359(D),HS,EMPLOY IND -21 SELL MARIJ,F,2016-11-09,,11359,(D),(D),,,,11359(D)
11360(A),HS,SELL MARIJUANA,F,1973-10-01,2016-11-08,11360,(A),(A),,,,11360(A)
11360(A),HS,SELL/TRNSP/ETC MARIJUANA,I,2016-11-09,,11360,(A),(A),,,,11360(A)
11360(A),HS,SELL/TRNSP/ETC MARIJUANA,M,2016-11-09,,11360,(A),(A),,,,11360(A)
11360(A),HS,SELL/TRNSP/ETC MARIJUANA,F,2016-11-09,,11360,(A),(A),,,,11360(A)
11360(B),HS,TRANPRT/ETC MARIJ 28.5GRM,I,2016-11-09,,11360,(B),(B),,,,11360(B)
11361(A),HS,SELL MARIJUANA TO MINOR,F,1987-01-01,,11361,(A),(A),,,,11361(A)
11361(B),HS,FURNISH MINOR W/MARIJUANA,F,1987-01-01,,11361,(B),(B),,,,11361(B)
11362.3(A)(4),HS,POSS MARIJ DRIVE/RIDE VEH,I,2016-11-09,,11362.3,(A)(4),(A),(4),,,11362.3(A)(4)
11362.3(A)(7),HS,SMOKE MARIJ WHILE DRIVING,M,2016-11-08,,11362.3,(A)(7),(A),(7),,,11362.3(A)(7)
11362.4(A),HS,SMOKE/ING MARIJ PUBLIC PL,I,2016-11-09,,11362.4,(A),(A),,,,11362.4(A)
11362.4(B),HS,SMOKE MARIJ TOBACO PROHIB,I,2016-11-09,,11362.4,(B),(B),,,,11362.4(B)
11362.4(C),HS,SMOKE/POSS MARIJ SCHL/YTH,I,2016-11-09,,11362.4,(C),(C),,,,11362.4(C)
11362.4(C),HS,SMOKE/POSS MARIJ SCHL/YTH,M,2016-11-09,,11362.4,(C),(C),,,,11362.4(C)
11362.4(D),HS,USE SOLVNT NO LIC/CANABIS,F,2016-11-09,,11362.4,(D),(D),,,,11362.4(D)
11362.4(E),HS,VIOL OF PERSONL CULTIVATN,I,2016-11-09,,11362.4,(E),(E),,,,11362.4(E)
11362.4(F),HS,VIOL OF PERSONL CULTIVATN,I,2016-11-09,,11362.4,(F),(F),,,,11362.4(F)
11362.77(A),HS,QUAL PATNT POS 8+ OZ MARJ,M,2004-01-01,,11362.77,(A),(A),,,,11362.77(A)
11363,HS,PLANT/GROW/PROCESS PEYOTE,F,1977-07-01,,11363,,,,,,11363
11364,HS,CNTL SUB PARAPHERNALIA,M,1973-03-07,2013-01-01,11364,,,,,,11364
11364(A),HS,POSS UNLAW PARAPHERNALIA,M,1973-03-07,2011-12-31,11364,(A),(A),,,,11364(A)
11364(A),HS,POSS UNLAW PARAPHERNALIA,M,2015-01-01,,11364,(A),(A),,,,11364(A)
11364.1(A),HS,POSS UNLAW PARAPHERNALIA,M,2012-01-01,2014-12-31,11364.1,(A),(A),,,,11364.1(A)
11364.5(A),HS,SELL/ETC DRUG PARAPH:-18,M,1981-01-01,,11364.5,(A),(A),,,,11364.5(A)
11364.5(B),HS,BUS LET -18 SEE DRUG PARA,M,1981-01-01,,11364.5,(B),(B),,,,11364.5(B)
11364.7(A),HS,DELIVER/ETC DRUG PARAPHNL,M,1983-01-01,,11364.7,(A),(A),,,,11364.7(A)
11364.7(B),HS,MFG DRUG PARA:INT:DEL/ETC,F,1992-01-01,,11364.7,(B),(B),,,,11364.7(B)
11364.7(C),HS,DEL/ETC DRUG PARAPH MINOR,M,1992-01-01,,11364.7,(C),(C),,,,11364.7(C)
11365(A),HS,VISIT WHERE CNTL SUB USED,M,1992-01-01,,11365,(A),(A),,,,11365(A)
11366,HS,KEP PLACE:SEL/ETC N/C/SUB,F,1992-01-01,,11366,,,,,,11366
11366,HS,KEP PLACE:SEL/ETC N/C/SUB,M,1992-01-01,,11366,,,,,,11366
11366.5(A),HS,RENT/ETC:SEL/ETC CNTL SUB,F,1986-01-01,,11366.5,(A),(A),,,,11366.5(A)
11366.5(A),HS,RENT/ETC:SEL/ETC CNTL SUB,M,1986-01-01,,11366.5,(A),(A),,,,11366.5(A)
11366.5(B),HS,RENT ROOM:SELL CNTL SUB,F,1986-01-01,,11366.5,(B),(B),,,,11366.5(B)
11366.6,HS,USE ROOM TO SELL CNTL SUB,F,1986-01-01,,11366.6,,,,,,11366.6
11366.7(B),HS,SELL DRUG/ETC:ILL MFG/ETC,F,1991-01-01,,11366.7,(B),(B),,,,11366.7(B)
11366.8(A),HS,USE/ETC CMPRTMNT:CNTL SUB,F,1994-01-01,,11366.8,(A),(A),,,,11366.8(A)
11366.8(B),HS,BLD FALS BOX:VEH:CNTL SUB,F,1994-01-01,,11366.8,(B),(B),,,,11366.8(B)
11368,HS,FORGE NARCOTIC PRESCRIP,F,1973-03-07,,11368,,,,,,11368
11368,HS,FORGE NARCOTIC PRESCRIP,M,1973-03-07,,11368,,,,,,11368
11370.1(A),HS,POSS CNTL SUB WHILE ARMED,F,1990-01-01,,11370.1,(A),(A),,,,11370.1(A)
11370.2(A),HS,PR C/S CONV:11351-11352HS,X,1986-01-01,,11370.2,(A),(A),,,,11370.2(A)
11370.2(B),HS,PR C/S CONV:11378.5-11383,X,1986-01-01,,11370.2,(B),(B),,,,11370.2(B)
11370.2(C),HS,PR C/S CONV:11378-11379HS,X,1986-01-01,,11370.2,(C),(C),,,,11370.2(C)
11370.6(A),HS,POSS $ FROM SALE CNTL SUB,F,1989-01-01,,11370.6,(A),(A),,,,11370.6(A)
11370.9(A),HS,REC/ETC/CNCL/ETC $+:C/SUB,F,1993-01-01,,11370.9,(A),(A),,,,11370.9(A)
11370.9(B),HS,CONCL/ETC PROFT/ETC:C/SUB,F,1993-01-01,,11370.9,(B),(B),,,,11370.9(B)
11370.9(C),HS,TRNS/ETC/HID/ETC $+:C/SUB,F,1993-01-01,,11370.9,(C),(C),,,,11370.9(C)
11371,HS,PRESCRIP VIOL:INDUCE MINR,F,1973-03-07,,11371,,,,,,11371
