_geocodio_number,_geocodio_street,_geocodio_city,_geocodio_state,_geocodio_zip,_geocodio_street_address,_project_types,_org_names,_org_ids,_subcategory,_category,_parsed,_coc_ids
2737,SUNSET BLVD,LOS ANGELES,CA,90026,2737 SUNSET BLVD,TH,Alegria,9724,transitional housing,sheltered,"2737 SUNSET BLVD, LOS ANGELES, CA, 90026",CA-600
2737,W SUNSET BLVD,LOS ANGELES,CA,90026,2737 W SUNSET BLVD,TH,The Salvation Army SC Division LA Alegria (aka Bethesda House at Alegria),9724,transitional housing,sheltered,"2737 W SUNSET BLVD, LOS ANGELES, CA, 90026",CA-600
2740,SE POWELL BLVD,PORTLAND,OR,97202,2740 SE POWELL BLVD,RRH; PSH; ES,EPHC - MHT HCV (5104); EPH - STRA (5627); EPHC - MHT- RRH (4499); Catholic Charities - RRH (5748); EPHC- STRA - ES (5685); EPH: STRA (5627); CC - Home Start for Vulnerable Adults [Phase II] (4978),989; 40731,mixed support,sheltered,"2740 SE POWELL BLVD, PORTLAND, OR, 97202",OR-501
2743,ORANGE ST,RIVERSIDE,CA,92501,2743 ORANGE ST,TH,Housing for Dually Diagnosed,7564,transitional housing,sheltered,"2743 ORANGE ST, RIVERSIDE, CA, 92501",CA-608
275,10TH ST,SAN FRANCISCO,CA,94103,275 10TH ST,OPH; PSH,Bishop Swing Community House,2483,mixed support,sheltered,"275 10TH ST, SAN FRANCISCO, CA, 94103",CA-501
275,BECK AVE,FAIRFIELD,CA,94533,275 BECK AVE,RRH; PSH,Rapid ReHousing II; CalWorks PSH; CalWorks PSH3; Rapid ReHousing I; CalWorks PSH2,6674,mixed support,sheltered,"275 BECK AVE, FAIRFIELD, CA, 94533",CA-518
27522,72ND AVE NW,STANWOOD,WA,98292,27522 72ND AVE NW,OPH; PSH,HH-Lincoln Hill Village-PSH; Lincoln Hill (PSH); Lincoln Hill; HH-Lincoln Hill Village,8932,mixed support,sheltered,"27522 72ND AVE NW, STANWOOD, WA, 98292",WA-504
2754,NE DOUGLAS AVE,ROSEBURG,OR,97470,2754 NE DOUGLAS AVE,TH,UCAN-HIC-DC-New Dawn Terrace - TH (4051) [ROCC],31229,transitional housing,sheltered,"2754 NE DOUGLAS AVE, ROSEBURG, OR, 97470",OR-505
2766,W LANGENBERG AVE,ROSEBURG,OR,97471,2766 W LANGENBERG AVE,TH,UCAN-HIC-DC-House of Restoration - TH (4053) [ROCC]; UCAN-HIC-DC-Casa de Belen - TH (6948) [ROCC](6948),31229,transitional housing,sheltered,"2766 W LANGENBERG AVE, ROSEBURG, OR, 97471",OR-505
2781,TELEGRAPH AVE,OAKLAND,CA,94612,2781 TELEGRAPH AVE,TH,CH RS Rites of Passage (ROP),1898,transitional housing,sheltered,"2781 TELEGRAPH AVE, OAKLAND, CA, 94612",CA-502
2791,16TH ST,SAN FRANCISCO,CA,94103,2791 16TH ST,OPH; PSH,All Star Hotel,6575,mixed support,sheltered,"2791 16TH ST, SAN FRANCISCO, CA, 94103",CA-501
2794,GARDEN ST,OAKLAND,CA,94601,2794 GARDEN ST,ES,Salvation Army Family Emergency Shelter,5818,emergency shelter,unhoused,"2794 GARDEN ST, OAKLAND, CA, 94601",CA-502
2799,HEALTH CENTER DR,SAN DIEGO,CA,92123,2799 HEALTH CENTER DR,RRH; TH; ES,Door of Hope TLC (5255); Door of Hope Expansion (6484); Door of Hope Haven (6620); Door of Hope Rapid Rehousing Program (6747),6323; 9739,mixed support,sheltered,"2799 HEALTH CENTER DR, SAN DIEGO, CA, 92123",CA-601
280,28TH ST,OAKLAND,CA,94611,280 28TH ST,PSH,Valdez Plaza,274,permanent supportive housing,sheltered,"280 28TH ST, OAKLAND, CA, 94611",CA-502
280,N 2ND ST,SAN JOSE,CA,95112,280 N 2ND ST,PSH,[CCP Housing Maintenance] Villas on the Park PBV; PSH at Villas on the Park,5902; 3815,permanent supportive housing,sheltered,"280 N 2ND ST, SAN JOSE, CA, 95112",CA-500
280,NE KENNETH FORD DR,ROSEBURG,OR,97470,280 NE KENNETH FORD DR,TH; RRH; ES; PSH; OPH,UCAN-DC - SSVF - RRH (3846) [ROCC]; UCAN - DC - Dream Center WC; UCAN-DC - Crestview South - PH-OPH SHELTERPOINT (3498) [ROCC]; UCAN-JC - HSP - RRH (3225) [ROCC]; UCAN-DC - Boyd House - PH-OPH (3502) [ROCC]; UCAN DC-OHCS-ESG-Casa de Belen - TH - SHELTERPOINT(4099) [ROCC]; UCAN-DC - Rural Oregon Leasing and Support II PSH - SHELTERPOINT (3471) [ROCC]; UCAN JC  -OHCS - SHAP New 16 ES (5548) [ROCC]; UCAN - JC - Walker House - TH SHELTERPOINT(5221); UCAN-JC - CARE for Independent Living - SHELTERPOINT(3472) [ROCC]; UCAN - DC - OHCS - SHAP New 16 - ES (5550) [ROCC]; UCAN-DC-OHCS-ESGP2014-RRH-RA(4649) [ROCC]; UCAN-JC - SSVF - RRH (3847) [ROCC]; UCAN-DC - Rural Oregon Leasing and Support II - SHELTERPOINT (3471) [ROCC]; UCAN-JC - CARE for Independent Living PSH - SHELTERPOINT(3472) [ROCC]; UCAN-DC - Crestview South - PSH - SHELTERPOINT (3498) [ROCC],31229,mixed support,sheltered,"280 NE KENNETH FORD DR, ROSEBURG, OR, 97470",OR-505
280,ROYAL AVE,SIMI VALLEY,CA,93065,280 ROYAL AVE,ES,PADS Winter Shelter,5594,emergency shelter,unhoused,"280 ROYAL AVE, SIMI VALLEY, CA, 93065",CA-611
280,SW CLARK ST,ISSAQUAH,WA,98027,280 SW CLARK ST,OPH,Johnson Hill / Chalet Apartments,32708,OPH,sheltered,"280 SW CLARK ST, ISSAQUAH, WA, 98027",WA-500
2800,HULEN PL,RIVERSIDE,CA,92507,2800 HULEN PL,PSH,RCDMH Riverside Permanent Housing; Behavioral Health - Riverside Permanent Housing; Riverside PH 'The Place',1888; 41612,permanent supportive housing,sheltered,"2800 HULEN PL, RIVERSIDE, CA, 92507",CA-608
2802,BROADWAY AVE,EVERETT,WA,98201,2802 BROADWAY AVE,ES; PSH,Housing First for Families; VOA-Emergency Shelter Vouchers,7692,mixed support,sheltered,"2802 BROADWAY AVE, EVERETT, WA, 98201",WA-504
2803,LOMBARD AVE,EVERETT,WA,98201,2803 LOMBARD AVE,ES,SCCAR Shelter (Hotel) Vouchers,7692,emergency shelter,unhoused,"2803 LOMBARD AVE, EVERETT, WA, 98201",WA-504
2805,E CHERRY ST,SEATTLE,WA,98122,2805 E CHERRY ST,ES,East Cherry Emergency [14.623]; East Cherry,12859,emergency shelter,unhoused,"2805 E CHERRY ST, SEATTLE, WA, 98122",WA-500
2806,N PARSONS AVE,MERCED,CA,95340,2806 N PARSONS AVE,TH,Parsons House,4430,transitional housing,sheltered,"2806 N PARSONS AVE, MERCED, CA, 95340",CA-520
2808,W 85TH ST,INGLEWOOD,CA,90305,2808 W 85TH ST,ES,Emergency Shelter,42559,emergency shelter,unhoused,"2808 W 85TH ST, INGLEWOOD, CA, 90305",CA-600
281,PONTIUS AVE N,SEATTLE,WA,98109,281 PONTIUS AVE N,PSH,Williams Apartments; Williams Apartments - CoC,5183,permanent supportive housing,sheltered,"281 PONTIUS AVE N, SEATTLE, WA, 98109",WA-500
2810,CEDAR ST,BAKER CITY,OR,97814,2810 CEDAR ST,RRH; ES,CCNO - BC - OHCS\ESGP2015-2017 - RRH (4692) [ROCC]; CCNO - BC - OHCS\ESGP2015 - RRH (4692) [ROCC]; CCNO - BC - OHCS\ESGP2015-2019 - RRH (4692) [ROCC]; CCNO - BC - New SHAP - ES (5852) [ROCC],31739,mixed support,sheltered,"2810 CEDAR ST, BAKER CITY, OR, 97814",OR-505
2814,W MARTIN LUTHER KING JR BLVD,LOS ANGELES,CA,90008,2814 W MARTIN LUTHER KING JR BLVD,PSH,DMH The Good Seed Bonus,11055,permanent supportive housing,sheltered,"2814 W MARTIN LUTHER KING JR BLVD, LOS ANGELES, CA, 90008",CA-600
2815,CAMINO DEL RIO S,SAN DIEGO,CA,92108,2815 CAMINO DEL RIO S,PSH,CHW - PSH - Las Casitas (5949); CHW - PSH - El Norte(6463),1827,permanent supportive housing,sheltered,"2815 CAMINO DEL RIO S, SAN DIEGO, CA, 92108",CA-601
2817,S HOPE ST,LOS ANGELES,CA,90007,2817 S HOPE ST,ES,A Bridge Home CD 9,28847,emergency shelter,unhoused,"2817 S HOPE ST, LOS ANGELES, CA, 90007",CA-600
2820,164TH ST NE,MARYSVILLE,WA,98271,2820 164TH ST NE,OPH; PSH,HH-Twin Lakes-OPH; Twin Lakes (OPH); Twin Lakes (PSH); HH-Twin Lakes-PSH,8932,mixed support,sheltered,"2820 164TH ST NE, MARYSVILLE, WA, 98271",WA-504
2820,ELDRIDGE AVE,BELLINGHAM,WA,98225,2820 ELDRIDGE AVE,TH,PIOTransitional FlexFunds,42923; 12800,transitional housing,sheltered,"2820 ELDRIDGE AVE, BELLINGHAM, WA, 98225",WA-501
2821,SPORTS ARENA BLVD,SAN DIEGO,CA,92110,2821 SPORTS ARENA BLVD,ES,Veterans Winter Shelter (5950),,emergency shelter,unhoused,"2821 SPORTS ARENA BLVD, SAN DIEGO, CA, 92110",CA-601
2822,5TH AVE,SAN DIEGO,CA,92103,2822 5TH AVE,SH,Uptown Safe Haven (5429); ECS - SH - Uptown Safe Haven (5429),8550,safe haven,sheltered,"2822 5TH AVE, SAN DIEGO, CA, 92103",CA-601
28232,SORRENTO,LAGUNA NIGUEL,CA,92677,28232 SORRENTO,TH,SCO Transitional Housing - Laguna Niguel,6688,transitional housing,sheltered,"28232 SORRENTO, LAGUNA NIGUEL, CA, 92677",CA-602
2825,WEST ST,REDDING,CA,96001,2825 WEST ST,TH,House of Cornelius; Francis Court; Francis Court II,2532,transitional housing,sheltered,"2825 WEST ST, REDDING, CA, 96001",CA-516
2828,MARTIN WAY E,OLYMPIA,WA,98506,2828 MARTIN WAY E,ES,IFWOne Night Stay Shelter; IFWInterfaith Works Emergency Overnight Shelter,41482,emergency shelter,unhoused,"2828 MARTIN WAY E, OLYMPIA, WA, 98506",WA-501
2828,W MALLON AVE,SPOKANE,WA,99201,2828 W MALLON AVE,TH,Anna Ogden Hall Women's Sojourn Recovery Program; UGM--TH--Anna Ogden Hall,6942,transitional housing,sheltered,"2828 W MALLON AVE, SPOKANE, WA, 99201",WA-502
2829,PINE ST,EVERETT,WA,98201,2829 PINE ST,TH,Cocoon Complex; CH-Complex,1717,transitional housing,sheltered,"2829 PINE ST, EVERETT, WA, 98201",WA-504
2830,SE 127TH AVE,PORTLAND,OR,97236,2830 SE 127TH AVE,PSH,Cascadia - Midland Commons (2970),1217,permanent supportive housing,sheltered,"2830 SE 127TH AVE, PORTLAND, OR, 97236",OR-501
2840,HULEN PL,RIVERSIDE,CA,92507,2840 HULEN PL,ES,City of Riverside Year Round Shelter; ECWS - Riverside; POL Cold Weather Emergency Shelter; POL Year Round Emergency Shelter,5389,emergency shelter,unhoused,"2840 HULEN PL, RIVERSIDE, CA, 92507",CA-608
28400,NE WILSONVILLE RD,NEWBERG,OR,97132,28400 NE WILSONVILLE RD,ES,YCAP-HIC - Yam - Helping Hands Men's Shelter - ES (4159) [ROCC],30830,emergency shelter,unhoused,"28400 NE WILSONVILLE RD, NEWBERG, OR, 97132",OR-505
285,4TH ST,WOODLAND,CA,95695,285 4TH ST,PSH; TH; ES,HCHV Walter's House; Walter's House; HCHV/RT-Walter's House; PSH Consolidated,29756; 7829,mixed support,sheltered,"285 4TH ST, WOODLAND, CA, 95695",CA-521
285,5TH ST,BREMERTON,WA,98337,285 5TH ST,ES; OPH; RRH; PSH,BENSSVF RRH; BENBenedict House Emergency; MCHMax Hale Center; Max Hale; BENCCS - Housing and Essential Needs RRH; MHCMax Hale Center,42115; 42920; 1006,mixed support,sheltered,"285 5TH ST, BREMERTON, WA, 98337",WA-501
285,W COURT ST,WOODLAND,CA,95695,285 W COURT ST,PSH; ES,Supported Housing Non-HUD; Haven House,7974,mixed support,sheltered,"285 W COURT ST, WOODLAND, CA, 95695",CA-521
2855,E OLYMPIC BLVD,LOS ANGELES,CA,90023,2855 E OLYMPIC BLVD,ES,Cal Works Homeless Assistance Program 15 Metro East (Vouchers); Cal Works Homeless Assistance Program 15 Metro East; Cal Works Homeless Assistance Program* - 15 Metro East,18705,emergency shelter,unhoused,"2855 E OLYMPIC BLVD, LOS ANGELES, CA, 90023",CA-600
286,M ST,CRESCENT CITY,CA,95531,286 M ST,ES,Harrington House,43455,emergency shelter,unhoused,"286 M ST, CRESCENT CITY, CA, 95531",CA-516
287,RIVERPARK BLVD,OXNARD,CA,93036,287 RIVERPARK BLVD,PSH,Paseo Santa Clara/Paseo Del Rio,10207,permanent supportive housing,sheltered,"287 RIVERPARK BLVD, OXNARD, CA, 93036",CA-611
2870,HOWE RD,MARTINEZ,CA,94553,2870 HOWE RD,PSH,HUD-VASH,11383,permanent supportive housing,sheltered,"2870 HOWE RD, MARTINEZ, CA, 94553",CA-505
2870,S HANFORD ST,SEATTLE,WA,98144,2870 S HANFORD ST,PSH,Gardner House (Mt. Baker),43614,permanent supportive housing,sheltered,"2870 S HANFORD ST, SEATTLE, WA, 98144",WA-500
288,SE GREGORY DR,WINSTON,OR,97496,288 SE GREGORY DR,TH,UCAN-DC - Mariposa Village - TH - SHELTERPOINT(3500) [ROCC],31229,transitional housing,sheltered,"288 SE GREGORY DR, WINSTON, OR, 97496",OR-505
2890,CHAD DR,EUGENE,OR,97408,2890 CHAD DR,ES; RRH; TH; PSH,Housing PLUS (Lamb Bldg SPON); SSVF 12-OR-066 RRH; Connections CoC; Supportive Services for Veteran Families SSVF-RRH; LIFT CoC; Housing Plus (Vet LIFT 3); 1st Place Family; VET LIFT (ES); GPD VET LIFT AVC-GPD; Housing PLUS (Lamb Bldg OHA),42390; 6510; 42382,mixed support,sheltered,"2890 CHAD DR, EUGENE, OR, 97408",OR-500
28901,MISSION BLVD,HAYWARD,CA,94544,28901 MISSION BLVD,PSH,South Hayward BART Family & Senior Housing,24562,permanent supportive housing,sheltered,"28901 MISSION BLVD, HAYWARD, CA, 94544",CA-502
2891,CARMEN AVE,LIVERMORE,CA,94550,2891 CARMEN AVE,PSH,Carmen Avenue; Carmen Avenue Apartments,30791,permanent supportive housing,sheltered,"2891 CARMEN AVE, LIVERMORE, CA, 94550",CA-502
29,SUN ST,SALINAS,CA,93901,29 SUN ST,TH; PSH,Sunflower Gardens; Sunflower Gardens (TH),3756,mixed support,sheltered,"29 SUN ST, SALINAS, CA, 93901",CA-506
290,S MAGNOLIA AVE,EL CAJON,CA,92020,290 S MAGNOLIA AVE,RRH; TH; ES,Focus on Housing Joint TH; CGLC Focus (5815); CGLC Disabilities (5826); Focus On Housing (6694); ISN East County (6165),7274; 7492,mixed support,sheltered,"290 S MAGNOLIA AVE, EL CAJON, CA, 92020",CA-601
290,TURK ST,SAN FRANCISCO,CA,94102,290 TURK ST,ES,Emergency Shelter Program,1271,emergency shelter,unhoused,"290 TURK ST, SAN FRANCISCO, CA, 94102",CA-501
2900,POWERHOUSE RD,YAKIMA,WA,98902,2900 POWERHOUSE RD,OPH; PSH,Permanent: Pear Tree Place III; Pear Tree Place II; Permanent: Pear Tree Place 1,4836,mixed support,sheltered,"2900 POWERHOUSE RD, YAKIMA, WA, 98902",WA-501; WA-507
2901,NE DORWIN AVE,ROSEBURG,OR,97470,2901 NE DORWIN AVE,OPH,UCAN-DC - Esperanza - PH-OPH SHELTERPOINT (3514) [ROCC]; UCAN-DC - Esperanza - PSH - SHELTERPOINT (3514) [ROCC],31229,OPH,sheltered,"2901 NE DORWIN AVE, ROSEBURG, OR, 97470",OR-505
2902,POWERHOUSE RD,YAKIMA,WA,98902,2902 POWERHOUSE RD,PSH,YHAVASH (Pear Tree Place III) PSH (NP),42113,permanent supportive housing,sheltered,"2902 POWERHOUSE RD, YAKIMA, WA, 98902",WA-501
2903,MT VISTA RD,CENTRALIA,WA,98531,2903 MT VISTA RD,PSH,RELMt. Vista Apartments; Permanent Supportive Housing (Mt. Vista),12799,permanent supportive housing,sheltered,"2903 MT VISTA RD, CENTRALIA, WA, 98531",WA-501
2904,E BELGRAVIA AVE,FRESNO,CA,93721,2904 E BELGRAVIA AVE,ES,The Welcome Center,10148,emergency shelter,unhoused,"2904 E BELGRAVIA AVE, FRESNO, CA, 93721",CA-514
2904,STATE ST,SANTA BARBARA,CA,93105,2904 STATE ST,PSH,Willbridge SPCP (Punta Gorda); S/A State Street,15086,permanent supportive housing,sheltered,"2904 STATE ST, SANTA BARBARA, CA, 93105",CA-603
2909,S ADAMS ST,TACOMA,WA,98409,2909 S ADAMS ST,TH; ES,TRM - Family Shelter - Shelter Only/Bedlists; Adams Square; TRM - Adams St. - Transitional Housing; Family Shelter,7022,mixed support,sheltered,"2909 S ADAMS ST, TACOMA, WA, 98409",WA-503
291,2ND ST,WENATCHEE,WA,98801,291 2ND ST,TH,GHWGrace House (PIT); Grace House,30449,transitional housing,sheltered,"291 2ND ST, WENATCHEE, WA, 98801",WA-501
29190,STATE RTE 49,NORTH SAN JUAN,CA,95960,29190 STATE RTE 49,ES,NSJ Warming Shelter,44360,emergency shelter,unhoused,"29190 STATE RTE 49, NORTH SAN JUAN, CA, 95960",CA-531
2922,HOYT AVE,EVERETT,WA,98201,2922 HOYT AVE,OPH; TH; PSH,Project Lentzy; Project Lentzy (TH),10440,mixed support,sheltered,"2922 HOYT AVE, EVERETT, WA, 98201",WA-504
2924,FALK RD,VANCOUVER,WA,98661,2924 FALK RD,ES,Oak Grove,9011,emergency shelter,unhoused,"2924 FALK RD, VANCOUVER, WA, 98661",WA-508
2925,34TH ST,SACRAMENTO,CA,95817,2925 34TH ST,PSH,Omega  Permanent Supportive Housing  Project; Casas De Esperanza,9661,permanent supportive housing,sheltered,"2925 34TH ST, SACRAMENTO, CA, 95817",CA-503
2927,W FRANCIS AVE,LOS ANGELES,CA,90005,2927 W FRANCIS AVE,PSH,Caroline Severance Manor,38449,permanent supportive housing,sheltered,"2927 W FRANCIS AVE, LOS ANGELES, CA, 90005",CA-600
2929,HOYT AVE,EVERETT,WA,98201,2929 HOYT AVE,PSH,CCS-Monte Cristo; Monte Cristo,164,permanent supportive housing,sheltered,"2929 HOYT AVE, EVERETT, WA, 98201",WA-504
2929,PINE ST,EVERETT,WA,98201,2929 PINE ST,RRH,CH-RRH-Youth; CH-Young Adults-RRH-CoC,1717,rapid rehousing,sheltered,"2929 PINE ST, EVERETT, WA, 98201",WA-504
2930,EL DORADO ST,TORRANCE,CA,90503,2930 EL DORADO ST,TH,Family Promise of the South Bay,40012,transitional housing,sheltered,"2930 EL DORADO ST, TORRANCE, CA, 90503",CA-600
2931,MISSION ST,SANTA CRUZ,CA,95060,2931 MISSION ST,PSH,Housing Voucher Preferences for Chronically Homeless Medically Vulnerable; VASH - Santa Cruz County Program; S+C Program,13316,permanent supportive housing,sheltered,"2931 MISSION ST, SANTA CRUZ, CA, 95060",CA-508
2933,CENTER ST NE,SALEM,OR,97301,2933 CENTER ST NE,TH,WestCare - Vet Care Transitional Program (6845) [ROCC]; WestCare - Vet Care Transitional Program,43173,transitional housing,sheltered,"2933 CENTER ST NE, SALEM, OR, 97301",OR-505; OR-504
2933,EL NIDO DR,ALTADENA,CA,91001,2933 EL NIDO DR,RRH; TH; ES,CA0509 Transitional Living Center (C); Crisis and Bridge Housing Youth (Hathaway Sycamores); CA0512 Transitional Living Center (E); CES RRH Youth SPA 3; Transitional Living Program (Hathaway Sycamores),28990; 40013,mixed support,sheltered,"2933 EL NIDO DR, ALTADENA, CA, 91001",CA-600
2934,NE WELLS ACRES RD,BEND,OR,97701,2934 NE WELLS ACRES RD,TH,GPD - Home of the Brave,1499,transitional housing,sheltered,"2934 NE WELLS ACRES RD, BEND, OR, 97701",OR-503
2936,W 8TH ST,LOS ANGELES,CA,90005,2936 W 8TH ST,PSH,Caroline Severance Manor,38449,permanent supportive housing,sheltered,"2936 W 8TH ST, LOS ANGELES, CA, 90005",CA-600
2949,18TH ST,SAN FRANCISCO,CA,94110,2949 18TH ST,PSH,Mosaica,7035,permanent supportive housing,sheltered,"2949 18TH ST, SAN FRANCISCO, CA, 94110",CA-501
295,N ACCESS RD,SOUTH SAN FRANCISCO,CA,94080,295 N ACCESS RD,TH; ES,Safe Harbor Emergency; Safe Harbor Transitional; Safe Harbor Emergency Shelter; Safe Harbor Transitional Housing,5890,mixed support,sheltered,"295 N ACCESS RD, SOUTH SAN FRANCISCO, CA, 94080",CA-512
2970,SW AVALON WAY,SEATTLE,WA,98126,2970 SW AVALON WAY,OPH; PSH,Avalon Way (Transitional Resources),588,mixed support,sheltered,"2970 SW AVALON WAY, SEATTLE, WA, 98126",WA-500
2970,W TOBY CT,ROSEBURG,OR,97471,2970 W TOBY CT,PSH,UCAN-DC - Trillium Terrace - SHELTERPOINT(3513) [ROCC]; UCAN-DC - Trillium Terrace PSH - SHELTERPOINT(3513) [ROCC],31229,permanent supportive housing,sheltered,"2970 W TOBY CT, ROSEBURG, OR, 97471",OR-505
298,LAUREL GROVE LN,SAN JOSE,CA,95126,298 LAUREL GROVE LN,PSH,[CCP Housing Maintenance] Laurel Grove PBV; PSH at Laurel Grove Family Housing,3815,permanent supportive housing,sheltered,"298 LAUREL GROVE LN, SAN JOSE, CA, 95126",CA-500
2982,DEL PASO BLVD,SACRAMENTO,CA,95815,2982 DEL PASO BLVD,RRH; TH,Possibilities TH Component (Joint RRH/TH Program); Possibilites RRH Component (Joint RRH/TH Program),42375,mixed support,sheltered,"2982 DEL PASO BLVD, SACRAMENTO, CA, 95815",CA-503
2988,SW AVALON WAY,SEATTLE,WA,98126,2988 SW AVALON WAY,OPH; PSH,Avalon Place; Avalon Place II,18678,mixed support,sheltered,"2988 SW AVALON WAY, SEATTLE, WA, 98126",WA-500
2995,S 4TH ST,EL CENTRO,CA,92243,2995 S 4TH ST,PSH,Housing Support Program,43181,permanent supportive housing,sheltered,"2995 S 4TH ST, EL CENTRO, CA, 92243",CA-613
3,ROCCA DR,PETALUMA,CA,94952,3 ROCCA DR,TH,Petaluma Vets House,10233,transitional housing,sheltered,"3 ROCCA DR, PETALUMA, CA, 94952",CA-504
30,SOLEDAD ST,SALINAS,CA,93901,30 SOLEDAD ST,TH; ES,House of Peace; Women Alive!,8653,mixed support,sheltered,"30 SOLEDAD ST, SALINAS, CA, 93901",CA-506
30,SW 2ND AVE,PORTLAND,OR,97204,30 SW 2ND AVE,PSH; TH; ES,"Salvation Army (SAFES) Safe Harbor (5243); Salvation Army (SAFES) - Womens Shelter (5469); Salvation Army (SAFES)  - Winter Shelter (2806); Salvation Army (SAFES) (2785); Salvation Army - HUD Women's Housing Collaborative (3608); Salvation Army (SAFES)  - Womens Shelter (2806, 5469); Salvation Army (SAFES)  - Womens Shelter (2806)",6328,mixed support,sheltered,"30 SW 2ND AVE, PORTLAND, OR, 97204",OR-501
300,N COAST HWY N,OCEANSIDE,CA,92054,300 N COAST HWY N,PSH,Oceanside - PSH - Housing Choice Vouchers(6636); VASH (6635); Housing Choice Vouchers (6636); Housing Choice Vouchers (6336),38494,permanent supportive housing,sheltered,"300 N COAST HWY N, OCEANSIDE, CA, 92054",CA-601
300,SUNNYHILLS DR,SAN ANSELMO,CA,94960,300 SUNNYHILLS DR,TH,Transitional Age Youth Program,42067,transitional housing,sheltered,"300 SUNNYHILLS DR, SAN ANSELMO, CA, 94960",CA-507
3000,ROCKEFELLER AVE,EVERETT,WA,98201,3000 ROCKEFELLER AVE,RRH; ES,SnoCo Vets-Jail VHPRP-RRH; Sales Tax Housing Vouchers; Vets Jail-VHPRP-RRH; SnoCo BH-Sales Tax Housing Voucher Program-RRH; SnoCo-Housing and Essential Needs-RRH; Housing Program-RR; HPRP-RR; SIG Rapid Rehousing; SnoCo Vets-HPRP-RR; Housing and Essential Needs - Rapid Rehousing; Jail Diversion,11980; 41838; 30580,mixed support,sheltered,"3000 ROCKEFELLER AVE, EVERETT, WA, 98201",WA-504
3001,PONDEROSA CT,FAIRFIELD,CA,94533,3001 PONDEROSA CT,PSH,Fairfield VETS Housing Program,2308,permanent supportive housing,sheltered,"3001 PONDEROSA CT, FAIRFIELD, CA, 94533",CA-518
3001,R AVE,ANACORTES,WA,98221,3001 R AVE,ES,SACWinter Shelter (PIT),43423,emergency shelter,unhoused,"3001 R AVE, ANACORTES, WA, 98221",WA-501
3001,S SALLEE CT,VISALIA,CA,93277,3001 S SALLEE CT,TH,EHAP,,transitional housing,sheltered,"3001 S SALLEE CT, VISALIA, CA, 93277",CA-513
3005,E MAIN ST,VENTURA,CA,93003,3005 E MAIN ST,PSH,Castillo del Sol; Castillo Del Sol,42371; 10207,permanent supportive housing,sheltered,"3005 E MAIN ST, VENTURA, CA, 93003",CA-611
301,ANTHES AVE,LANGLEY,WA,98260,301 ANTHES AVE,ES,South Whidbey Cold Weather Shelter (NP),38673,emergency shelter,unhoused,"301 ANTHES AVE, LANGLEY, WA, 98260",WA-501
301,ARMORY RD,SANTA CRUZ,CA,95065,301 ARMORY RD,ES,Armory Shelter; AFC Winter Shelter Program; Winter Shelter Program,5836; 3560,emergency shelter,unhoused,"301 ARMORY RD, SANTA CRUZ, CA, 95065",CA-508
301,E CANON PERDIDO ST,SANTA BARBARA,CA,93101,301 E CANON PERDIDO ST,RRH,Common Ground Santa Barbara County Homeless Advocacy Project,38348,rapid rehousing,sheltered,"301 E CANON PERDIDO ST, SANTA BARBARA, CA, 93101",CA-603
301,E FRANCIS ST,MOLALLA,OR,97038,301 E FRANCIS ST,ES,Molalla Warming Center,1767,emergency shelter,unhoused,"301 E FRANCIS ST, MOLALLA, OR, 97038",OR-507
301,ELLIS ST,SAN FRANCISCO,CA,94102,301 ELLIS ST,PSH,Vera Haile,4663,permanent supportive housing,sheltered,"301 ELLIS ST, SAN FRANCISCO, CA, 94102",CA-501
301,N DEPOT ST,SANTA MARIA,CA,93458,301 N DEPOT ST,PSH,Depot 2; Depot St 1,16212,permanent supportive housing,sheltered,"301 N DEPOT ST, SANTA MARIA, CA, 93458",CA-603
301,N L ST,TACOMA,WA,98403,301 N L ST,PSH,AHAT - Project Open Door; Project Open Door,170,permanent supportive housing,sheltered,"301 N L ST, TACOMA, WA, 98403",WA-503
301,S 6TH ST,YAKIMA,WA,98901,301 S 6TH ST,TH,CWCVet's House; GPD-Transitional: Homeless Vete,1927; 42110,transitional housing,sheltered,"301 S 6TH ST, YAKIMA, WA, 98901",WA-501; WA-507
